Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Sandwell,E08000028,Upper tier local authority,25/03/2020,17,129
Salford,E08000006,Upper tier local authority,25/03/2020,6,78
Rotherham,E08000018,Upper tier local authority,25/03/2020,9,59
Rochdale,E08000005,Upper tier local authority,25/03/2020,7,50
Richmond upon Thames,E09000027,Upper tier local authority,25/03/2020,15,91
Redcar and Cleveland,E06000003,Upper tier local authority,25/03/2020,3,14
Redbridge,E09000026,Upper tier local authority,25/03/2020,15,121
Reading,E06000038,Upper tier local authority,25/03/2020,8,36
Portsmouth,E06000044,Upper tier local authority,25/03/2020,14,65
Plymouth,E06000026,Upper tier local authority,25/03/2020,3,29
Peterborough,E06000031,Upper tier local authority,25/03/2020,1,22
Oxfordshire,E10000025,Upper tier local authority,25/03/2020,15,143
Oldham,E08000004,Upper tier local authority,25/03/2020,14,72
Nottinghamshire,E10000024,Upper tier local authority,25/03/2020,17,131
Nottingham,E06000018,Upper tier local authority,25/03/2020,9,72
Northumberland,E06000057,Upper tier local authority,25/03/2020,8,36
Northamptonshire,E10000021,Upper tier local authority,25/03/2020,30,128
North Yorkshire,E10000023,Upper tier local authority,25/03/2020,12,77
North Tyneside,E08000022,Upper tier local authority,25/03/2020,4,31
North Somerset,E06000024,Upper tier local authority,25/03/2020,7,28
North Lincolnshire,E06000013,Upper tier local authority,25/03/2020,3,10
North East Lincolnshire,E06000012,Upper tier local authority,25/03/2020,5,15
Norfolk,E10000020,Upper tier local authority,25/03/2020,12,88
Newham,E09000025,Upper tier local authority,25/03/2020,33,157
Newcastle upon Tyne,E08000021,Upper tier local authority,25/03/2020,19,106
Milton Keynes,E06000042,Upper tier local authority,25/03/2020,10,81
Middlesbrough,E06000002,Upper tier local authority,25/03/2020,7,17
Merton,E09000024,Upper tier local authority,25/03/2020,23,159
Medway,E06000035,Upper tier local authority,25/03/2020,10,72
Manchester,E08000003,Upper tier local authority,25/03/2020,15,81
Luton,E06000032,Upper tier local authority,25/03/2020,11,68
Liverpool,E08000012,Upper tier local authority,25/03/2020,24,139
Lincolnshire,E10000019,Upper tier local authority,25/03/2020,11,66
Lewisham,E09000023,Upper tier local authority,25/03/2020,24,188
Leicestershire,E10000018,Upper tier local authority,25/03/2020,13,144
Leicester,E06000016,Upper tier local authority,25/03/2020,5,69
Leeds,E08000035,Upper tier local authority,25/03/2020,11,97
Lancashire,E10000017,Upper tier local authority,25/03/2020,38,199
Lambeth,E09000022,Upper tier local authority,25/03/2020,36,315
Knowsley,E08000011,Upper tier local authority,25/03/2020,10,26
Kirklees,E08000034,Upper tier local authority,25/03/2020,10,44
Kingston upon Thames,E09000021,Upper tier local authority,25/03/2020,13,77
Kingston upon Hull City of,E06000010,Upper tier local authority,25/03/2020,3,8
Kent,E10000016,Upper tier local authority,25/03/2020,54,261
Kensington and Chelsea,E09000020,Upper tier local authority,25/03/2020,14,127
Islington,E09000019,Upper tier local authority,25/03/2020,11,135
Isle of Wight,E06000046,Upper tier local authority,25/03/2020,1,11
Hounslow,E09000018,Upper tier local authority,25/03/2020,17,145
Hillingdon,E09000017,Upper tier local authority,25/03/2020,17,148
Hertfordshire,E10000015,Upper tier local authority,25/03/2020,56,333
Havering,E09000016,Upper tier local authority,25/03/2020,14,98
Hartlepool,E06000001,Upper tier local authority,25/03/2020,2,5
Harrow,E09000015,Upper tier local authority,25/03/2020,28,219
Haringey,E09000014,Upper tier local authority,25/03/2020,12,140
Hampshire,E10000014,Upper tier local authority,25/03/2020,43,373
Hammersmith and Fulham,E09000013,Upper tier local authority,25/03/2020,18,132
Halton,E06000006,Upper tier local authority,25/03/2020,3,16
Hackney,E09000012,Upper tier local authority,25/03/2020,16,140
Greenwich,E09000011,Upper tier local authority,25/03/2020,19,151
Gloucestershire,E10000013,Upper tier local authority,25/03/2020,24,103
Gateshead,E08000037,Upper tier local authority,25/03/2020,1,18
Essex,E10000012,Upper tier local authority,25/03/2020,68,292
Enfield,E09000010,Upper tier local authority,25/03/2020,21,178
East Sussex,E10000011,Upper tier local authority,25/03/2020,11,56
East Riding of Yorkshire,E06000011,Upper tier local authority,25/03/2020,6,31
Ealing,E09000009,Upper tier local authority,25/03/2020,36,242
Dudley,E08000027,Upper tier local authority,25/03/2020,17,109
Dorset,E06000059,Upper tier local authority,25/03/2020,3,34
Doncaster,E08000017,Upper tier local authority,25/03/2020,11,46
Devon,E10000008,Upper tier local authority,25/03/2020,15,78
Derbyshire,E10000007,Upper tier local authority,25/03/2020,20,216
Derby,E06000015,Upper tier local authority,25/03/2020,11,107
Darlington,E06000005,Upper tier local authority,25/03/2020,3,9
Cumbria,E10000006,Upper tier local authority,25/03/2020,47,274
Croydon,E09000008,Upper tier local authority,25/03/2020,43,277
Coventry,E08000026,Upper tier local authority,25/03/2020,16,88
County Durham,E06000047,Upper tier local authority,25/03/2020,13,47
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,25/03/2020,4,48
Cheshire West and Chester,E06000050,Upper tier local authority,25/03/2020,5,38
Cheshire East,E06000049,Upper tier local authority,25/03/2020,12,53
Central Bedfordshire,E06000056,Upper tier local authority,25/03/2020,6,57
Camden,E09000007,Upper tier local authority,25/03/2020,22,145
Cambridgeshire,E10000003,Upper tier local authority,25/03/2020,17,105
Calderdale,E08000033,Upper tier local authority,25/03/2020,4,14
Bury,E08000002,Upper tier local authority,25/03/2020,3,38
Buckinghamshire,E10000002,Upper tier local authority,25/03/2020,23,136
Bromley,E09000006,Upper tier local authority,25/03/2020,25,216
Bristol City of,E06000023,Upper tier local authority,25/03/2020,12,66
Brighton and Hove,E06000043,Upper tier local authority,25/03/2020,6,44
Brent,E09000005,Upper tier local authority,25/03/2020,46,310
Bradford,E08000032,Upper tier local authority,25/03/2020,7,42
Bracknell Forest,E06000036,Upper tier local authority,25/03/2020,2,20
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,25/03/2020,5,27
Bolton,E08000001,Upper tier local authority,25/03/2020,5,36
Blackpool,E06000009,Upper tier local authority,25/03/2020,1,11
Blackburn with Darwen,E06000008,Upper tier local authority,25/03/2020,1,12
Birmingham,E08000025,Upper tier local authority,25/03/2020,59,460
Bexley,E09000004,Upper tier local authority,25/03/2020,19,112
Bedford,E06000055,Upper tier local authority,25/03/2020,6,38
Bath and North East Somerset,E06000022,Upper tier local authority,25/03/2020,4,30
Barnsley,E08000016,Upper tier local authority,25/03/2020,10,68
Barnet,E09000003,Upper tier local authority,25/03/2020,45,290
Barking and Dagenham,E09000002,Upper tier local authority,25/03/2020,11,94
Yorkshire and The Humber,E12000003,Region,25/03/2020,151,952
West Midlands,E12000005,Region,25/03/2020,238,1724
South West,E12000009,Region,25/03/2020,104,633
South East,E12000008,Region,25/03/2020,304,2052
North West,E12000002,Region,25/03/2020,256,1505
North East,E12000001,Region,25/03/2020,76,374
London,E12000007,Region,25/03/2020,752,5592
East of England,E12000006,Region,25/03/2020,188,1144
East Midlands,E12000004,Region,25/03/2020,116,935
England,E92000001,Nation,25/03/2020,2264,15358
York,E06000014,Upper tier local authority,24/03/2020,2,16
Worcestershire,E10000034,Upper tier local authority,24/03/2020,17,109
Wolverhampton,E08000031,Upper tier local authority,24/03/2020,24,136
Wokingham,E06000041,Upper tier local authority,24/03/2020,1,26
Wirral,E08000015,Upper tier local authority,24/03/2020,10,38
Windsor and Maidenhead,E06000040,Upper tier local authority,24/03/2020,2,46
Wiltshire,E06000054,Upper tier local authority,24/03/2020,8,55
Wigan,E08000010,Upper tier local authority,24/03/2020,6,25
Westminster,E09000033,Upper tier local authority,24/03/2020,15,194
West Sussex,E10000032,Upper tier local authority,24/03/2020,20,109
West Berkshire,E06000037,Upper tier local authority,24/03/2020,3,33
Warwickshire,E10000031,Upper tier local authority,24/03/2020,20,135
Warrington,E06000007,Upper tier local authority,24/03/2020,3,18
Wandsworth,E09000032,Upper tier local authority,24/03/2020,28,240
Waltham Forest,E09000031,Upper tier local authority,24/03/2020,11,102
Walsall,E08000030,Upper tier local authority,24/03/2020,16,106
Wakefield,E08000036,Upper tier local authority,24/03/2020,7,33
Trafford,E08000009,Upper tier local authority,24/03/2020,10,60
Tower Hamlets,E09000030,Upper tier local authority,24/03/2020,17,106
Torbay,E06000027,Upper tier local authority,24/03/2020,2,21
Thurrock,E06000034,Upper tier local authority,24/03/2020,2,33
Telford and Wrekin,E06000020,Upper tier local authority,24/03/2020,3,22
Tameside,E08000008,Upper tier local authority,24/03/2020,5,48
Swindon,E06000030,Upper tier local authority,24/03/2020,4,19
Sutton,E09000029,Upper tier local authority,24/03/2020,17,95
Surrey,E10000030,Upper tier local authority,24/03/2020,41,325
Sunderland,E08000024,Upper tier local authority,24/03/2020,18,43
Suffolk,E10000029,Upper tier local authority,24/03/2020,12,72
Stoke-on-Trent,E06000021,Upper tier local authority,24/03/2020,5,20
Stockton-on-Tees,E06000004,Upper tier local authority,24/03/2020,2,17
Stockport,E08000007,Upper tier local authority,24/03/2020,10,65
Staffordshire,E10000028,Upper tier local authority,24/03/2020,21,158
St. Helens,E08000013,Upper tier local authority,24/03/2020,11,29
Southwark,E09000028,Upper tier local authority,24/03/2020,31,284
Southend-on-Sea,E06000033,Upper tier local authority,24/03/2020,6,25
Southampton,E06000045,Upper tier local authority,24/03/2020,2,35
South Tyneside,E08000023,Upper tier local authority,24/03/2020,5,15
South Gloucestershire,E06000025,Upper tier local authority,24/03/2020,5,36
Somerset,E10000027,Upper tier local authority,24/03/2020,4,32
Solihull,E08000029,Upper tier local authority,24/03/2020,15,45
Slough,E06000039,Upper tier local authority,24/03/2020,7,73
Shropshire,E06000051,Upper tier local authority,24/03/2020,10,54
Sheffield,E08000019,Upper tier local authority,24/03/2020,59,332
Sefton,E08000014,Upper tier local authority,24/03/2020,7,34
Sandwell,E08000028,Upper tier local authority,24/03/2020,17,112
Salford,E08000006,Upper tier local authority,24/03/2020,16,72
Rutland,E06000017,Upper tier local authority,24/03/2020,1,2
Rotherham,E08000018,Upper tier local authority,24/03/2020,12,50
Rochdale,E08000005,Upper tier local authority,24/03/2020,7,43
Richmond upon Thames,E09000027,Upper tier local authority,24/03/2020,13,76
Redcar and Cleveland,E06000003,Upper tier local authority,24/03/2020,2,11
Redbridge,E09000026,Upper tier local authority,24/03/2020,11,106
Reading,E06000038,Upper tier local authority,24/03/2020,2,28
Portsmouth,E06000044,Upper tier local authority,24/03/2020,6,51
Plymouth,E06000026,Upper tier local authority,24/03/2020,7,26
Peterborough,E06000031,Upper tier local authority,24/03/2020,2,21
Oxfordshire,E10000025,Upper tier local authority,24/03/2020,22,128
Oldham,E08000004,Upper tier local authority,24/03/2020,12,58
Nottinghamshire,E10000024,Upper tier local authority,24/03/2020,17,114
Nottingham,E06000018,Upper tier local authority,24/03/2020,7,63
Northumberland,E06000057,Upper tier local authority,24/03/2020,8,28
Northamptonshire,E10000021,Upper tier local authority,24/03/2020,16,98
North Yorkshire,E10000023,Upper tier local authority,24/03/2020,9,65
North Tyneside,E08000022,Upper tier local authority,24/03/2020,4,27
North Somerset,E06000024,Upper tier local authority,24/03/2020,1,21
North Lincolnshire,E06000013,Upper tier local authority,24/03/2020,1,7
North East Lincolnshire,E06000012,Upper tier local authority,24/03/2020,4,10
Norfolk,E10000020,Upper tier local authority,24/03/2020,14,76
Newham,E09000025,Upper tier local authority,24/03/2020,12,124
Newcastle upon Tyne,E08000021,Upper tier local authority,24/03/2020,20,87
Milton Keynes,E06000042,Upper tier local authority,24/03/2020,14,71
Middlesbrough,E06000002,Upper tier local authority,24/03/2020,2,10
Merton,E09000024,Upper tier local authority,24/03/2020,23,136
Medway,E06000035,Upper tier local authority,24/03/2020,16,62
Manchester,E08000003,Upper tier local authority,24/03/2020,8,66
Luton,E06000032,Upper tier local authority,24/03/2020,15,57
Liverpool,E08000012,Upper tier local authority,24/03/2020,25,115
Lincolnshire,E10000019,Upper tier local authority,24/03/2020,13,55
Lewisham,E09000023,Upper tier local authority,24/03/2020,15,164
Leicestershire,E10000018,Upper tier local authority,24/03/2020,21,131
Leicester,E06000016,Upper tier local authority,24/03/2020,20,64
Leeds,E08000035,Upper tier local authority,24/03/2020,18,86
Lancashire,E10000017,Upper tier local authority,24/03/2020,41,161
Lambeth,E09000022,Upper tier local authority,24/03/2020,26,279
Knowsley,E08000011,Upper tier local authority,24/03/2020,4,16
Kirklees,E08000034,Upper tier local authority,24/03/2020,6,34
Kingston upon Thames,E09000021,Upper tier local authority,24/03/2020,16,64
Kingston upon Hull City of,E06000010,Upper tier local authority,24/03/2020,1,5
Kent,E10000016,Upper tier local authority,24/03/2020,37,207
Kensington and Chelsea,E09000020,Upper tier local authority,24/03/2020,7,113
Islington,E09000019,Upper tier local authority,24/03/2020,20,124
Hounslow,E09000018,Upper tier local authority,24/03/2020,15,128
Hillingdon,E09000017,Upper tier local authority,24/03/2020,18,131
Hertfordshire,E10000015,Upper tier local authority,24/03/2020,45,277
Herefordshire County of,E06000019,Upper tier local authority,24/03/2020,3,24
Havering,E09000016,Upper tier local authority,24/03/2020,16,84
Harrow,E09000015,Upper tier local authority,24/03/2020,26,191
Haringey,E09000014,Upper tier local authority,24/03/2020,19,128
Hampshire,E10000014,Upper tier local authority,24/03/2020,34,330
Hammersmith and Fulham,E09000013,Upper tier local authority,24/03/2020,14,114
Halton,E06000006,Upper tier local authority,24/03/2020,5,13
Hackney,E09000012,Upper tier local authority,24/03/2020,20,124
Greenwich,E09000011,Upper tier local authority,24/03/2020,17,132
Gloucestershire,E10000013,Upper tier local authority,24/03/2020,14,79
Gateshead,E08000037,Upper tier local authority,24/03/2020,7,17
Essex,E10000012,Upper tier local authority,24/03/2020,37,224
Enfield,E09000010,Upper tier local authority,24/03/2020,24,157
East Sussex,E10000011,Upper tier local authority,24/03/2020,9,45
East Riding of Yorkshire,E06000011,Upper tier local authority,24/03/2020,2,25
Ealing,E09000009,Upper tier local authority,24/03/2020,34,206
Dudley,E08000027,Upper tier local authority,24/03/2020,13,92
Dorset,E06000059,Upper tier local authority,24/03/2020,2,31
Doncaster,E08000017,Upper tier local authority,24/03/2020,9,35
Devon,E10000008,Upper tier local authority,24/03/2020,6,63
Derbyshire,E10000007,Upper tier local authority,24/03/2020,21,196
Derby,E06000015,Upper tier local authority,24/03/2020,21,96
Darlington,E06000005,Upper tier local authority,24/03/2020,2,6
Cumbria,E10000006,Upper tier local authority,24/03/2020,45,227
Croydon,E09000008,Upper tier local authority,24/03/2020,27,234
Coventry,E08000026,Upper tier local authority,24/03/2020,19,72
County Durham,E06000047,Upper tier local authority,24/03/2020,6,34
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,24/03/2020,3,44
Cheshire West and Chester,E06000050,Upper tier local authority,24/03/2020,4,33
Cheshire East,E06000049,Upper tier local authority,24/03/2020,7,41
Central Bedfordshire,E06000056,Upper tier local authority,24/03/2020,9,51
Camden,E09000007,Upper tier local authority,24/03/2020,20,123
Cambridgeshire,E10000003,Upper tier local authority,24/03/2020,18,88
Calderdale,E08000033,Upper tier local authority,24/03/2020,1,10
Bury,E08000002,Upper tier local authority,24/03/2020,8,35
Buckinghamshire,E10000002,Upper tier local authority,24/03/2020,9,113
Bromley,E09000006,Upper tier local authority,24/03/2020,30,191
Bristol City of,E06000023,Upper tier local authority,24/03/2020,4,54
Brighton and Hove,E06000043,Upper tier local authority,24/03/2020,7,38
Brent,E09000005,Upper tier local authority,24/03/2020,28,264
Bradford,E08000032,Upper tier local authority,24/03/2020,9,35
Bracknell Forest,E06000036,Upper tier local authority,24/03/2020,1,18
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,24/03/2020,5,22
Bolton,E08000001,Upper tier local authority,24/03/2020,5,31
Blackpool,E06000009,Upper tier local authority,24/03/2020,1,10
Blackburn with Darwen,E06000008,Upper tier local authority,24/03/2020,4,11
Birmingham,E08000025,Upper tier local authority,24/03/2020,67,401
Bexley,E09000004,Upper tier local authority,24/03/2020,13,93
Bedford,E06000055,Upper tier local authority,24/03/2020,8,32
Bath and North East Somerset,E06000022,Upper tier local authority,24/03/2020,3,26
Barnsley,E08000016,Upper tier local authority,24/03/2020,16,58
Barnet,E09000003,Upper tier local authority,24/03/2020,39,245
Barking and Dagenham,E09000002,Upper tier local authority,24/03/2020,12,83
Yorkshire and The Humber,E12000003,Region,24/03/2020,156,801
West Midlands,E12000005,Region,24/03/2020,250,1486
South West,E12000009,Region,24/03/2020,68,529
South East,E12000008,Region,24/03/2020,233,1748
North West,E12000002,Region,24/03/2020,254,1249
North East,E12000001,Region,24/03/2020,76,298
London,E12000007,Region,24/03/2020,634,4840
East of England,E12000006,Region,24/03/2020,168,956
East Midlands,E12000004,Region,24/03/2020,137,819
England,E92000001,Nation,24/03/2020,2020,13094
York,E06000014,Upper tier local authority,23/03/2020,1,14
Worcestershire,E10000034,Upper tier local authority,23/03/2020,14,92
Wolverhampton,E08000031,Upper tier local authority,23/03/2020,9,112
Wokingham,E06000041,Upper tier local authority,23/03/2020,1,25
Wirral,E08000015,Upper tier local authority,23/03/2020,7,28
Windsor and Maidenhead,E06000040,Upper tier local authority,23/03/2020,7,44
Wiltshire,E06000054,Upper tier local authority,23/03/2020,6,47
Wigan,E08000010,Upper tier local authority,23/03/2020,3,19
Westminster,E09000033,Upper tier local authority,23/03/2020,22,179
West Sussex,E10000032,Upper tier local authority,23/03/2020,14,89
West Berkshire,E06000037,Upper tier local authority,23/03/2020,8,30
Warwickshire,E10000031,Upper tier local authority,23/03/2020,28,115
Warrington,E06000007,Upper tier local authority,23/03/2020,5,15
Wandsworth,E09000032,Upper tier local authority,23/03/2020,27,212
Waltham Forest,E09000031,Upper tier local authority,23/03/2020,21,91
Walsall,E08000030,Upper tier local authority,23/03/2020,19,90
Wakefield,E08000036,Upper tier local authority,23/03/2020,7,26
Trafford,E08000009,Upper tier local authority,23/03/2020,5,50
Tower Hamlets,E09000030,Upper tier local authority,23/03/2020,11,89
Torbay,E06000027,Upper tier local authority,23/03/2020,2,19
Thurrock,E06000034,Upper tier local authority,23/03/2020,9,31
Telford and Wrekin,E06000020,Upper tier local authority,23/03/2020,5,19
Tameside,E08000008,Upper tier local authority,23/03/2020,3,43
Swindon,E06000030,Upper tier local authority,23/03/2020,3,15
Sutton,E09000029,Upper tier local authority,23/03/2020,25,78
Surrey,E10000030,Upper tier local authority,23/03/2020,50,284
Sunderland,E08000024,Upper tier local authority,23/03/2020,6,25
Suffolk,E10000029,Upper tier local authority,23/03/2020,22,60
Stoke-on-Trent,E06000021,Upper tier local authority,23/03/2020,4,15
Stockton-on-Tees,E06000004,Upper tier local authority,23/03/2020,3,15
Stockport,E08000007,Upper tier local authority,23/03/2020,6,55
Staffordshire,E10000028,Upper tier local authority,23/03/2020,26,137
St. Helens,E08000013,Upper tier local authority,23/03/2020,4,18
Southwark,E09000028,Upper tier local authority,23/03/2020,44,253
Southend-on-Sea,E06000033,Upper tier local authority,23/03/2020,6,19
Southampton,E06000045,Upper tier local authority,23/03/2020,6,33
South Tyneside,E08000023,Upper tier local authority,23/03/2020,2,10
South Gloucestershire,E06000025,Upper tier local authority,23/03/2020,8,31
Somerset,E10000027,Upper tier local authority,23/03/2020,4,28
Solihull,E08000029,Upper tier local authority,23/03/2020,9,30
Slough,E06000039,Upper tier local authority,23/03/2020,10,66
Shropshire,E06000051,Upper tier local authority,23/03/2020,4,44
Sheffield,E08000019,Upper tier local authority,23/03/2020,61,273
Sefton,E08000014,Upper tier local authority,23/03/2020,7,27
Sandwell,E08000028,Upper tier local authority,23/03/2020,22,95
Salford,E08000006,Upper tier local authority,23/03/2020,11,56
Rutland,E06000017,Upper tier local authority,23/03/2020,1,1
Rotherham,E08000018,Upper tier local authority,23/03/2020,10,38
Rochdale,E08000005,Upper tier local authority,23/03/2020,10,36
Richmond upon Thames,E09000027,Upper tier local authority,23/03/2020,16,63
Redcar and Cleveland,E06000003,Upper tier local authority,23/03/2020,2,9
Redbridge,E09000026,Upper tier local authority,23/03/2020,17,95
Reading,E06000038,Upper tier local authority,23/03/2020,4,26
Portsmouth,E06000044,Upper tier local authority,23/03/2020,9,45
Plymouth,E06000026,Upper tier local authority,23/03/2020,3,19
Peterborough,E06000031,Upper tier local authority,23/03/2020,3,19
Oxfordshire,E10000025,Upper tier local authority,23/03/2020,22,106
Oldham,E08000004,Upper tier local authority,23/03/2020,6,46
Nottinghamshire,E10000024,Upper tier local authority,23/03/2020,8,97
Nottingham,E06000018,Upper tier local authority,23/03/2020,5,56
Northumberland,E06000057,Upper tier local authority,23/03/2020,7,20
Northamptonshire,E10000021,Upper tier local authority,23/03/2020,17,82
North Yorkshire,E10000023,Upper tier local authority,23/03/2020,13,56
North Tyneside,E08000022,Upper tier local authority,23/03/2020,4,23
North Lincolnshire,E06000013,Upper tier local authority,23/03/2020,1,6
North East Lincolnshire,E06000012,Upper tier local authority,23/03/2020,2,6
Norfolk,E10000020,Upper tier local authority,23/03/2020,12,62
Newham,E09000025,Upper tier local authority,23/03/2020,26,112
Newcastle upon Tyne,E08000021,Upper tier local authority,23/03/2020,18,67
Milton Keynes,E06000042,Upper tier local authority,23/03/2020,22,57
Middlesbrough,E06000002,Upper tier local authority,23/03/2020,1,8
Merton,E09000024,Upper tier local authority,23/03/2020,15,113
Medway,E06000035,Upper tier local authority,23/03/2020,11,46
Manchester,E08000003,Upper tier local authority,23/03/2020,12,58
Luton,E06000032,Upper tier local authority,23/03/2020,8,42
Liverpool,E08000012,Upper tier local authority,23/03/2020,18,90
Lincolnshire,E10000019,Upper tier local authority,23/03/2020,8,42
Lewisham,E09000023,Upper tier local authority,23/03/2020,27,149
Leicestershire,E10000018,Upper tier local authority,23/03/2020,18,110
Leicester,E06000016,Upper tier local authority,23/03/2020,11,44
Leeds,E08000035,Upper tier local authority,23/03/2020,16,68
Lancashire,E10000017,Upper tier local authority,23/03/2020,35,120
Lambeth,E09000022,Upper tier local authority,23/03/2020,28,253
Knowsley,E08000011,Upper tier local authority,23/03/2020,1,12
Kirklees,E08000034,Upper tier local authority,23/03/2020,4,28
Kingston upon Thames,E09000021,Upper tier local authority,23/03/2020,11,48
Kent,E10000016,Upper tier local authority,23/03/2020,48,170
Kensington and Chelsea,E09000020,Upper tier local authority,23/03/2020,8,106
Islington,E09000019,Upper tier local authority,23/03/2020,23,104
Isle of Wight,E06000046,Upper tier local authority,23/03/2020,2,10
Hounslow,E09000018,Upper tier local authority,23/03/2020,17,113
Hillingdon,E09000017,Upper tier local authority,23/03/2020,17,113
Hertfordshire,E10000015,Upper tier local authority,23/03/2020,58,232
Herefordshire County of,E06000019,Upper tier local authority,23/03/2020,6,21
Havering,E09000016,Upper tier local authority,23/03/2020,10,68
Harrow,E09000015,Upper tier local authority,23/03/2020,19,165
Haringey,E09000014,Upper tier local authority,23/03/2020,15,109
Hampshire,E10000014,Upper tier local authority,23/03/2020,49,296
Hammersmith and Fulham,E09000013,Upper tier local authority,23/03/2020,14,100
Hackney,E09000012,Upper tier local authority,23/03/2020,20,104
Greenwich,E09000011,Upper tier local authority,23/03/2020,13,115
Gloucestershire,E10000013,Upper tier local authority,23/03/2020,7,65
Gateshead,E08000037,Upper tier local authority,23/03/2020,5,10
Essex,E10000012,Upper tier local authority,23/03/2020,51,187
Enfield,E09000010,Upper tier local authority,23/03/2020,21,133
East Sussex,E10000011,Upper tier local authority,23/03/2020,4,36
East Riding of Yorkshire,E06000011,Upper tier local authority,23/03/2020,5,23
Ealing,E09000009,Upper tier local authority,23/03/2020,29,172
Dudley,E08000027,Upper tier local authority,23/03/2020,17,79
Dorset,E06000059,Upper tier local authority,23/03/2020,4,29
Doncaster,E08000017,Upper tier local authority,23/03/2020,3,26
Devon,E10000008,Upper tier local authority,23/03/2020,5,57
Derbyshire,E10000007,Upper tier local authority,23/03/2020,32,175
Derby,E06000015,Upper tier local authority,23/03/2020,16,75
Darlington,E06000005,Upper tier local authority,23/03/2020,1,4
Cumbria,E10000006,Upper tier local authority,23/03/2020,27,182
Croydon,E09000008,Upper tier local authority,23/03/2020,36,207
Coventry,E08000026,Upper tier local authority,23/03/2020,11,53
County Durham,E06000047,Upper tier local authority,23/03/2020,10,28
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,23/03/2020,6,41
Cheshire West and Chester,E06000050,Upper tier local authority,23/03/2020,5,29
Cheshire East,E06000049,Upper tier local authority,23/03/2020,2,34
Central Bedfordshire,E06000056,Upper tier local authority,23/03/2020,10,42
Camden,E09000007,Upper tier local authority,23/03/2020,15,103
Cambridgeshire,E10000003,Upper tier local authority,23/03/2020,14,70
Calderdale,E08000033,Upper tier local authority,23/03/2020,2,9
Bury,E08000002,Upper tier local authority,23/03/2020,3,27
Buckinghamshire,E10000002,Upper tier local authority,23/03/2020,8,104
Bromley,E09000006,Upper tier local authority,23/03/2020,35,161
Bristol City of,E06000023,Upper tier local authority,23/03/2020,9,50
Brighton and Hove,E06000043,Upper tier local authority,23/03/2020,4,31
Brent,E09000005,Upper tier local authority,23/03/2020,46,236
Bradford,E08000032,Upper tier local authority,23/03/2020,6,26
Bracknell Forest,E06000036,Upper tier local authority,23/03/2020,2,17
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,23/03/2020,1,17
Bolton,E08000001,Upper tier local authority,23/03/2020,2,26
Blackpool,E06000009,Upper tier local authority,23/03/2020,1,9
Blackburn with Darwen,E06000008,Upper tier local authority,23/03/2020,3,7
Birmingham,E08000025,Upper tier local authority,23/03/2020,65,334
Bexley,E09000004,Upper tier local authority,23/03/2020,17,80
Bedford,E06000055,Upper tier local authority,23/03/2020,11,24
Bath and North East Somerset,E06000022,Upper tier local authority,23/03/2020,4,23
Barnsley,E08000016,Upper tier local authority,23/03/2020,13,42
Barnet,E09000003,Upper tier local authority,23/03/2020,30,206
Barking and Dagenham,E09000002,Upper tier local authority,23/03/2020,11,71
Yorkshire and The Humber,E12000003,Region,23/03/2020,144,645
West Midlands,E12000005,Region,23/03/2020,239,1236
South West,E12000009,Region,23/03/2020,62,461
South East,E12000008,Region,23/03/2020,281,1515
North West,E12000002,Region,23/03/2020,176,995
North East,E12000001,Region,23/03/2020,59,222
London,E12000007,Region,23/03/2020,686,4206
East of England,E12000006,Region,23/03/2020,204,788
East Midlands,E12000004,Region,23/03/2020,116,682
England,E92000001,Nation,23/03/2020,2022,11074
